"","case","id","sex","deg","yrdeg","field","startyr","year","rank","admin","salary"
"12005",12005,1060,"F","PhD",63,"Other",74,91,"Assoc",0,5162
"12006",12006,1060,"F","PhD",63,"Other",74,92,"Assoc",0,5311
"12007",12007,1060,"F","PhD",63,"Other",74,93,"Full",0,5624
"12008",12008,1060,"F","PhD",63,"Other",74,94,"Full",0,5624
"12009",12009,1060,"F","PhD",63,"Other",74,95,"Full",0,5870
"12010",12010,1061,"M","PhD",69,"Other",91,91,"Full",0,4538
"12011",12011,1061,"M","PhD",69,"Other",91,92,"Full",0,4737
"12012",12012,1061,"M","PhD",69,"Other",91,93,"Full",0,4875
"12013",12013,1061,"M","PhD",69,"Other",91,94,"Full",0,4875
"12014",12014,1061,"M","PhD",69,"Other",91,95,"Full",0,5088
"12015",12015,1062,"M","PhD",67,"Other",62,76,"Assoc",0,1946
"12016",12016,1062,"M","PhD",67,"Other",62,77,"Assoc",0,2176
"12017",12017,1062,"M","PhD",67,"Other",62,78,"Assoc",0,2296
"12018",12018,1062,"M","PhD",67,"Other",62,79,"Assoc",0,2540
"12019",12019,1062,"M","PhD",67,"Other",62,80,"Assoc",0,2732
"12020",12020,1062,"M","PhD",67,"Other",62,81,"Full",0,3048
"12021",12021,1062,"M","PhD",67,"Other",62,82,"Full",0,3228
"12022",12022,1062,"M","PhD",67,"Other",62,83,"Full",0,3455
"12023",12023,1062,"M","PhD",67,"Other",62,84,"Full",0,3688
"12024",12024,1062,"M","PhD",67,"Other",62,85,"Full",0,3688
"12025",12025,1062,"M","PhD",67,"Other",62,86,"Full",0,4199
"12026",12026,1062,"M","PhD",67,"Other",62,87,"Full",0,4410
"12027",12027,1062,"M","PhD",67,"Other",62,88,"Full",0,4473
"12028",12028,1062,"M","PhD",67,"Other",62,89,"Full",0,4786
"12029",12029,1062,"M","PhD",67,"Other",62,90,"Full",0,5010
"12030",12030,1062,"M","PhD",67,"Other",62,91,"Full",1,5551
"12031",12031,1062,"M","PhD",67,"Other",62,92,"Full",1,5712
"12032",12032,1062,"M","PhD",67,"Other",62,93,"Full",1,5878
"12033",12033,1062,"M","PhD",67,"Other",62,94,"Full",1,5878
"12034",12034,1062,"M","PhD",67,"Other",62,95,"Full",0,6223
"12035",12035,1063,"F","PhD",84,"Other",85,85,"Assist",0,2889
"12036",12036,1063,"F","PhD",84,"Other",85,86,"Assist",0,2976
"12037",12037,1063,"F","PhD",84,"Other",85,87,"Assist",0,3126
"12038",12038,1063,"F","PhD",84,"Other",85,88,"Assist",0,3217
"12039",12039,1063,"F","PhD",84,"Other",85,89,"Assist",0,3441
"12040",12040,1063,"F","PhD",84,"Other",85,90,"Assist",0,3653
"12041",12041,1063,"F","PhD",84,"Other",85,91,"Assist",0,3878
"12042",12042,1063,"F","PhD",84,"Other",85,92,"Assoc",0,4165
"12043",12043,1063,"F","PhD",84,"Other",85,93,"Assoc",0,4348
"12044",12044,1063,"F","PhD",84,"Other",85,94,"Assoc",0,4348
"12045",12045,1063,"F","PhD",84,"Other",85,95,"Assoc",0,4538
"12046",12046,1064,"M","PhD",79,"Other",83,83,"Assist",0,2414
"12047",12047,1064,"M","PhD",79,"Other",83,84,"Assist",0,2651
"12048",12048,1064,"M","PhD",79,"Other",83,85,"Assoc",0,2729
"12049",12049,1064,"M","PhD",79,"Other",83,87,"Assoc",0,3406
"12050",12050,1064,"M","PhD",79,"Other",83,88,"Assoc",0,3555
"12051",12051,1064,"M","PhD",79,"Other",83,89,"Assoc",0,3858
"12052",12052,1064,"M","PhD",79,"Other",83,90,"Full",0,4155
"12053",12053,1064,"M","PhD",79,"Other",83,91,"Full",0,4411
"12054",12054,1064,"M","PhD",79,"Other",83,92,"Full",0,4538
"12055",12055,1064,"M","PhD",79,"Other",83,93,"Full",0,4737
"12056",12056,1064,"M","PhD",79,"Other",83,94,"Full",0,4737
"12057",12057,1064,"M","PhD",79,"Other",83,95,"Full",0,5088
"12058",12058,1065,"M","PhD",78,"Prof",79,79,"Assist",0,2039
"12059",12059,1065,"M","PhD",78,"Prof",79,80,"Assist",0,2205
"12060",12060,1065,"M","PhD",78,"Prof",79,81,"Assist",0,2719
"12061",12061,1065,"M","PhD",78,"Prof",79,82,"Assist",0,3048
"12062",12062,1065,"M","PhD",78,"Prof",79,83,"Assist",0,3710
"12063",12063,1065,"M","PhD",78,"Prof",79,84,"Assist",0,3962
"12064",12064,1065,"M","PhD",78,"Prof",79,85,"Assoc",0,4077
"12065",12065,1065,"M","PhD",78,"Prof",79,86,"Assoc",0,5056
"12066",12066,1065,"M","PhD",78,"Prof",79,87,"Assoc",0,5310
"12067",12067,1065,"M","PhD",78,"Prof",79,88,"Assoc",0,5464
"12068",12068,1065,"M","PhD",78,"Prof",79,89,"Assoc",0,6103
"12069",12069,1065,"M","PhD",78,"Prof",79,90,"Assoc",0,6861
"12070",12070,1065,"M","PhD",78,"Prof",79,91,"Full",0,7494
"12071",12071,1065,"M","PhD",78,"Prof",79,92,"Full",0,7823
"12072",12072,1065,"M","PhD",78,"Prof",79,93,"Full",0,8049
"12073",12073,1065,"M","PhD",78,"Prof",79,94,"Full",0,8049
"12074",12074,1065,"M","PhD",78,"Prof",79,95,"Full",0,8283
"12075",12075,1066,"F","PhD",85,"Prof",85,85,"Assist",0,3586
"12076",12076,1066,"F","PhD",85,"Prof",85,86,"Assist",0,3909
"12077",12077,1066,"F","PhD",85,"Prof",85,87,"Assist",0,4105
"12078",12078,1066,"F","PhD",85,"Prof",85,89,"Assist",0,4456
"12079",12079,1066,"F","PhD",85,"Prof",85,90,"Assist",0,4800
"12080",12080,1066,"F","PhD",85,"Prof",85,91,"Assist",0,5022
"12081",12081,1066,"F","PhD",85,"Prof",85,92,"Assist",0,5318
"12082",12082,1066,"F","PhD",85,"Prof",85,93,"Assoc",0,5631
"12083",12083,1066,"F","PhD",85,"Prof",85,94,"Assoc",0,5631
"12084",12084,1066,"F","PhD",85,"Prof",85,95,"Assoc",0,5962
"12085",12085,1067,"F","PhD",79,"Other",85,85,"Assoc",0,3688
"12086",12086,1067,"F","PhD",79,"Other",85,86,"Assoc",0,3799
"12087",12087,1067,"F","PhD",79,"Other",85,87,"Assoc",0,3990
"12088",12088,1067,"F","PhD",79,"Other",85,88,"Assoc",0,4105
"12089",12089,1067,"F","PhD",79,"Other",85,89,"Assoc",0,4456
"12090",12090,1067,"F","PhD",79,"Other",85,90,"Full",0,5458
"12091",12091,1067,"F","PhD",79,"Other",85,91,"Full",0,5631
"12092",12092,1067,"F","PhD",79,"Other",85,92,"Full",0,5794
"12093",12093,1067,"F","PhD",79,"Other",85,93,"Full",0,5962
"12094",12094,1067,"F","PhD",79,"Other",85,94,"Full",0,5962
"12095",12095,1067,"F","PhD",79,"Other",85,95,"Full",0,6135
"12096",12096,1068,"F","PhD",93,"Other",95,95,"Assist",0,3085
"12097",12097,1070,"F","PhD",93,"Other",93,93,"Assist",0,4292
"12098",12098,1070,"F","PhD",93,"Other",93,94,"Assist",0,4292
"12099",12099,1070,"F","PhD",93,"Other",93,95,"Assist",0,4480
"12100",12100,1071,"M","PhD",86,"Other",91,91,"Assoc",0,5168
"12101",12101,1071,"M","PhD",86,"Other",91,92,"Assoc",0,5168
"12102",12102,1071,"M","PhD",86,"Other",91,93,"Assoc",0,5311
"12103",12103,1071,"M","PhD",86,"Other",91,94,"Assoc",0,5311
"12104",12104,1071,"M","PhD",86,"Other",91,95,"Assoc",0,6590
"12105",12105,1072,"M","PhD",80,"Prof",80,80,"Assist",0,2376
"12106",12106,1072,"M","PhD",80,"Prof",80,81,"Assist",0,2719
"12107",12107,1072,"M","PhD",80,"Prof",80,82,"Assist",0,2920
"12108",12108,1072,"M","PhD",80,"Prof",80,83,"Assist",0,3710
"12109",12109,1072,"M","PhD",80,"Prof",80,84,"Assist",0,3962
"12110",12110,1072,"M","PhD",80,"Prof",80,85,"Assoc",0,4077
"12111",12111,1072,"M","PhD",80,"Prof",80,86,"Assoc",0,4775
"12112",12112,1072,"M","PhD",80,"Prof",80,87,"Assoc",0,5015
"12113",12113,1072,"M","PhD",80,"Prof",80,88,"Assoc",0,5387
"12114",12114,1072,"M","PhD",80,"Prof",80,89,"Assoc",0,5763
"12115",12115,1072,"M","PhD",80,"Prof",80,90,"Full",0,6960
"12116",12116,1072,"M","PhD",80,"Prof",80,91,"Full",0,7388
"12117",12117,1072,"M","PhD",80,"Prof",80,92,"Full",0,7935
"12118",12118,1072,"M","PhD",80,"Prof",80,93,"Full",0,8165
"12119",12119,1072,"M","PhD",80,"Prof",80,94,"Full",0,8165
"12120",12120,1072,"M","PhD",80,"Prof",80,95,"Full",0,8770
"12121",12121,1073,"M","PhD",82,"Other",86,86,"Assist",0,3341
"12122",12122,1073,"M","PhD",82,"Other",86,87,"Assist",0,3559
"12123",12123,1073,"M","PhD",82,"Other",86,88,"Assist",0,3559
"12124",12124,1073,"M","PhD",82,"Other",86,89,"Assist",0,3808
"12125",12125,1073,"M","PhD",82,"Other",86,90,"Assoc",0,4160
"12126",12126,1073,"M","PhD",82,"Other",86,91,"Assoc",0,4416
"12127",12127,1073,"M","PhD",82,"Other",86,92,"Assoc",0,4676
"12128",12128,1073,"M","PhD",82,"Other",86,93,"Assoc",0,4812
"12129",12129,1073,"M","PhD",82,"Other",86,94,"Full",0,4951
"12130",12130,1073,"M","PhD",82,"Other",86,95,"Full",0,5318
"12131",12131,1074,"M","PhD",93,"Other",93,93,"Assist",0,4875
"12132",12132,1074,"M","PhD",93,"Other",93,94,"Assist",0,4875
"12133",12133,1074,"M","PhD",93,"Other",93,95,"Assist",0,5016
"12134",12134,1075,"M","PhD",89,"Prof",94,94,"Assist",0,3024
"12135",12135,1075,"M","PhD",89,"Prof",94,95,"Assist",0,3459
"12136",12136,1076,"M","PhD",68,"Other",68,76,"Assoc",0,2148
"12137",12137,1076,"M","PhD",68,"Other",68,77,"Assoc",0,2377.612
"12138",12138,1076,"M","PhD",68,"Other",68,78,"Assoc",0,2533
"12139",12139,1076,"M","PhD",68,"Other",68,79,"Assoc",0,2837
"12140",12140,1076,"M","PhD",68,"Other",68,80,"Assoc",0,3042
"12141",12141,1076,"M","PhD",68,"Other",68,81,"Assoc",0,3369
"12142",12142,1076,"M","PhD",68,"Other",68,82,"Assoc",0,3369
"12143",12143,1076,"M","PhD",68,"Other",68,83,"Assoc",0,3605
"12144",12144,1076,"M","PhD",68,"Other",68,84,"Assoc",0,4018
"12145",12145,1076,"M","PhD",68,"Other",68,85,"Assoc",0,4018
"12146",12146,1076,"M","PhD",68,"Other",68,86,"Assoc",0,4383
"12147",12147,1076,"M","PhD",68,"Other",68,87,"Assoc",0,4603
"12148",12148,1076,"M","PhD",68,"Other",68,88,"Assoc",0,5015
"12149",12149,1076,"M","PhD",68,"Other",68,89,"Assoc",0,5522
"12150",12150,1076,"M","PhD",68,"Other",68,90,"Assoc",0,5698
"12151",12151,1076,"M","PhD",68,"Other",68,91,"Assoc",0,6048
"12152",12152,1076,"M","PhD",68,"Other",68,92,"Assoc",0,6135
"12153",12153,1076,"M","PhD",68,"Other",68,93,"Assoc",1,8000
"12154",12154,1076,"M","PhD",68,"Other",68,94,"Assoc",1,8000
"12155",12155,1076,"M","PhD",68,"Other",68,95,"Assoc",1,8382
"12156",12156,1078,"M","PhD",66,"Other",66,76,"Assoc",0,2018
"12157",12157,1078,"M","PhD",66,"Other",66,77,"Assoc",0,2216
"12158",12158,1078,"M","PhD",66,"Other",66,78,"Full",0,2337
"12159",12159,1078,"M","PhD",66,"Other",66,79,"Full",0,2583
"12160",12160,1078,"M","PhD",66,"Other",66,80,"Full",0,2824
"12161",12161,1078,"M","PhD",66,"Other",66,81,"Full",0,3137
"12162",12162,1078,"M","PhD",66,"Other",66,82,"Full",0,3137
"12163",12163,1078,"M","PhD",66,"Other",66,83,"Full",0,3310
"12164",12164,1078,"M","PhD",66,"Other",66,84,"Full",0,3586
"12165",12165,1078,"M","PhD",66,"Other",66,85,"Full",0,3586
"12166",12166,1078,"M","PhD",66,"Other",66,86,"Full",0,4259
"12167",12167,1078,"M","PhD",66,"Other",66,87,"Full",0,4473
"12168",12168,1078,"M","PhD",66,"Other",66,88,"Full",0,4603
"12169",12169,1078,"M","PhD",66,"Other",66,89,"Full",0,4996
"12170",12170,1078,"M","PhD",66,"Other",66,90,"Full",0,5305
"12171",12171,1078,"M","PhD",66,"Other",66,91,"Full",0,5712
"12172",12172,1078,"M","PhD",66,"Other",66,92,"Full",0,5878
"12173",12173,1078,"M","PhD",66,"Other",66,93,"Full",0,5962
"12174",12174,1078,"M","PhD",66,"Other",66,94,"Full",0,5962
"12175",12175,1078,"M","PhD",66,"Other",66,95,"Full",0,6135
"12176",12176,1079,"M","PhD",69,"Arts",69,76,"Assist",0,1743
"12177",12177,1079,"M","PhD",69,"Arts",69,77,"Assist",0,1942
"12178",12178,1079,"M","PhD",69,"Arts",69,78,"Assoc",0,2058
"12179",12179,1079,"M","PhD",69,"Arts",69,79,"Assoc",0,2285
"12180",12180,1079,"M","PhD",69,"Arts",69,80,"Assoc",0,2464
"12181",12181,1079,"M","PhD",69,"Arts",69,81,"Assoc",0,2719
"12182",12182,1079,"M","PhD",69,"Arts",69,82,"Assoc",0,2719
"12183",12183,1079,"M","PhD",69,"Arts",69,83,"Assoc",0,2869
"12184",12184,1079,"M","PhD",69,"Arts",69,84,"Assoc",0,3004.478
"12185",12185,1079,"M","PhD",69,"Arts",69,85,"Assoc",0,3020
"12186",12186,1079,"M","PhD",69,"Arts",69,86,"Assoc",0,3110
"12187",12187,1079,"M","PhD",69,"Arts",69,87,"Assoc",0,3266
"12188",12188,1079,"M","PhD",69,"Arts",69,88,"Assoc",0,3458
"12189",12189,1079,"M","PhD",69,"Arts",69,89,"Assoc",0,3700
"12190",12190,1079,"M","PhD",69,"Arts",69,90,"Assoc",0,3873
"12191",12191,1079,"M","PhD",69,"Arts",69,91,"Assoc",0,4171
"12192",12192,1079,"M","PhD",69,"Arts",69,92,"Assoc",0,4292
"12193",12193,1079,"M","PhD",69,"Arts",69,93,"Assoc",0,4416
"12194",12194,1079,"M","PhD",69,"Arts",69,94,"Assoc",0,4416
"12195",12195,1079,"M","PhD",69,"Arts",69,95,"Full",0,5318
"12196",12196,1080,"M","PhD",70,"Other",72,76,"Assoc",0,2053
"12197",12197,1080,"M","PhD",70,"Other",72,77,"Full",0,2296
"12198",12198,1080,"M","PhD",70,"Other",72,78,"Full",0,2544
"12199",12199,1080,"M","PhD",70,"Other",72,79,"Full",0,2850
"12200",12200,1080,"M","PhD",70,"Other",72,80,"Full",0,3058
"12201",12201,1080,"M","PhD",70,"Other",72,81,"Full",1,3759
"12202",12202,1080,"M","PhD",70,"Other",72,82,"Full",1,4000
"12203",12203,1080,"M","PhD",70,"Other",72,83,"Full",1,4280
"12204",12204,1080,"M","PhD",70,"Other",72,84,"Full",1,4636
"12205",12205,1080,"M","PhD",70,"Other",72,85,"Full",1,4636
"12206",12206,1080,"M","PhD",70,"Other",72,86,"Full",1,5431
"12207",12207,1080,"M","PhD",70,"Other",72,87,"Full",1,6868
"12208",12208,1080,"M","PhD",70,"Other",72,88,"Full",0,6868
"12209",12209,1080,"M","PhD",70,"Other",72,89,"Full",0,7455
"12210",12210,1080,"M","PhD",70,"Other",72,90,"Full",0,7915
"12211",12211,1080,"M","PhD",70,"Other",72,91,"Full",0,8165
"12212",12212,1080,"M","PhD",70,"Other",72,92,"Full",1,9286
"12213",12213,1080,"M","PhD",70,"Other",72,93,"Full",0,9556
"12214",12214,1080,"M","PhD",70,"Other",72,94,"Full",1,9556
"12215",12215,1080,"M","PhD",70,"Other",72,95,"Full",1,10118
"12216",12216,1081,"M","PhD",74,"Other",77,77,"Assist",0,1742
"12217",12217,1081,"M","PhD",74,"Other",77,78,"Assist",0,1864
"12218",12218,1081,"M","PhD",74,"Other",77,79,"Assist",0,2207
"12219",12219,1081,"M","PhD",74,"Other",77,80,"Assoc",0,2500
"12220",12220,1081,"M","PhD",74,"Other",77,81,"Assoc",0,2917
"12221",12221,1081,"M","PhD",74,"Other",77,82,"Assoc",0,3088
"12222",12222,1081,"M","PhD",74,"Other",77,83,"Full",0,3401
"12223",12223,1081,"M","PhD",74,"Other",77,84,"Full",0,4250
"12224",12224,1081,"M","PhD",74,"Other",77,85,"Full",0,4250
"12225",12225,1081,"M","PhD",74,"Other",77,86,"Full",0,4377
"12226",12226,1081,"M","PhD",74,"Other",77,87,"Full",0,4598
"12227",12227,1081,"M","PhD",74,"Other",77,88,"Full",0,4731
"12228",12228,1081,"M","PhD",74,"Other",77,89,"Full",0,5208
"12229",12229,1081,"M","PhD",74,"Other",77,90,"Full",0,5530
"12230",12230,1081,"M","PhD",74,"Other",77,91,"Full",0,5870
"12231",12231,1081,"M","PhD",74,"Other",77,92,"Full",0,6216
"12232",12232,1081,"M","PhD",74,"Other",77,93,"Full",0,6396
"12233",12233,1081,"M","PhD",74,"Other",77,94,"Full",0,6396
"12234",12234,1081,"M","PhD",74,"Other",77,95,"Full",1,9600
"12235",12235,1082,"M","PhD",77,"Prof",82,82,"Assist",0,2353
"12236",12236,1082,"M","PhD",77,"Prof",82,83,"Assist",0,2555
"12237",12237,1082,"M","PhD",77,"Prof",82,84,"Assist",0,2729
"12238",12238,1082,"M","PhD",77,"Prof",82,85,"Assist",0,2730
"12239",12239,1082,"M","PhD",77,"Prof",82,86,"Assist",0,2811
"12240",12240,1082,"M","PhD",77,"Prof",82,87,"Assoc",0,3171
"12241",12241,1082,"M","PhD",77,"Prof",82,88,"Assoc",0,3171
"12242",12242,1082,"M","PhD",77,"Prof",82,89,"Assoc",0,3392
"12243",12243,1082,"M","PhD",77,"Prof",82,90,"Assoc",0,4215
"12244",12244,1082,"M","PhD",77,"Prof",82,91,"Assoc",0,4348
"12245",12245,1082,"M","PhD",77,"Prof",82,92,"Assoc",0,4474
"12246",12246,1082,"M","PhD",77,"Prof",82,93,"Assoc",0,4737
"12247",12247,1082,"M","PhD",77,"Prof",82,94,"Assoc",0,5544
"12248",12248,1082,"M","PhD",77,"Prof",82,95,"Assoc",0,5787
"12249",12249,1083,"M","PhD",73,"Other",75,76,"Assist",0,1542
"12250",12250,1083,"M","PhD",73,"Other",75,77,"Assist",0,1742
"12251",12251,1083,"M","PhD",73,"Other",75,78,"Assist",0,1829
"12252",12252,1083,"M","PhD",73,"Other",75,80,"Assist",0,2282
"12253",12253,1083,"M","PhD",73,"Other",75,81,"Assist",0,2528
"12254",12254,1083,"M","PhD",73,"Other",75,82,"Assist",0,2677
"12255",12255,1083,"M","PhD",73,"Other",75,83,"Assoc",0,3122
"12256",12256,1083,"M","PhD",73,"Other",75,84,"Assoc",0,3240
"12257",12257,1083,"M","PhD",73,"Other",75,85,"Assoc",0,3240
"12258",12258,1083,"M","PhD",73,"Other",75,86,"Assoc",0,3533
"12259",12259,1083,"M","PhD",73,"Other",75,87,"Assoc",0,3711
"12260",12260,1083,"M","PhD",73,"Other",75,88,"Assoc",0,3818
"12261",12261,1083,"M","PhD",73,"Other",75,89,"Assoc",0,4143
"12262",12262,1083,"M","PhD",73,"Other",75,90,"Assoc",0,4400
"12263",12263,1083,"M","PhD",73,"Other",75,91,"Assoc",0,4737
"12264",12264,1083,"M","PhD",73,"Other",75,92,"Assoc",0,4875
"12265",12265,1083,"M","PhD",73,"Other",75,93,"Assoc",0,5016
"12266",12266,1083,"M","PhD",73,"Other",75,94,"Assoc",0,5016
"12267",12267,1083,"M","PhD",73,"Other",75,95,"Assoc",0,5236
"12268",12268,1084,"M","PhD",85,"Other",94,94,"Assoc",0,6305
"12269",12269,1084,"M","PhD",85,"Other",94,95,"Assoc",0,6581
"12270",12270,1085,"M","PhD",88,"Other",91,91,"Assist",0,3715
"12271",12271,1085,"M","PhD",88,"Other",91,92,"Assist",0,3878
"12272",12272,1085,"M","PhD",88,"Other",91,93,"Assist",0,3314
"12273",12273,1085,"M","PhD",88,"Other",91,94,"Assist",0,3314
"12274",12274,1085,"M","PhD",88,"Other",91,95,"Assist",0,4048
"12275",12275,1086,"F","PhD",78,"Other",83,83,"Assist",0,2482
"12276",12276,1086,"F","PhD",78,"Other",83,84,"Assist",0,2539
"12277",12277,1086,"F","PhD",78,"Other",83,85,"Assist",0,2931
"12278",12278,1086,"F","PhD",78,"Other",83,86,"Assist",0,3019
"12279",12279,1086,"F","PhD",78,"Other",83,87,"Assist",0,3171
"12280",12280,1086,"F","PhD",78,"Other",83,88,"Assoc",0,3357
"12281",12281,1086,"F","PhD",78,"Other",83,89,"Assoc",0,3696
"12282",12282,1086,"F","PhD",78,"Other",83,90,"Assoc",0,3981
"12283",12283,1086,"F","PhD",78,"Other",83,91,"Assoc",0,4286
"12284",12284,1086,"F","PhD",78,"Other",83,92,"Assoc",0,4411
"12285",12285,1086,"F","PhD",78,"Other",83,93,"Assoc",0,4604
"12286",12286,1086,"F","PhD",78,"Other",83,94,"Full",0,4737
"12287",12287,1086,"F","PhD",78,"Other",83,95,"Full",0,4945
"12288",12288,1087,"M","PhD",83,"Prof",83,83,"Assist",0,3228
"12289",12289,1087,"M","PhD",83,"Prof",83,84,"Assist",0,3434
"12290",12290,1087,"M","PhD",83,"Prof",83,85,"Assist",0,3434
"12291",12291,1087,"M","PhD",83,"Prof",83,86,"Assist",0,3745
"12292",12292,1087,"M","PhD",83,"Prof",83,87,"Assist",0,3933
"12293",12293,1087,"M","PhD",83,"Prof",83,88,"Assoc",0,4165
"12294",12294,1087,"M","PhD",83,"Prof",83,89,"Assoc",0,4651
"12295",12295,1087,"M","PhD",83,"Prof",83,90,"Assoc",0,5458
"12296",12296,1087,"M","PhD",83,"Prof",83,91,"Assoc",0,5712
"12297",12297,1087,"M","PhD",83,"Prof",83,92,"Assoc",0,5878
"12298",12298,1087,"M","PhD",83,"Prof",83,93,"Assoc",0,6048
"12299",12299,1087,"M","PhD",83,"Prof",83,94,"Assoc",0,6048
"12300",12300,1087,"M","PhD",83,"Prof",83,95,"Full",0,6781
"12301",12301,1088,"F","PhD",90,"Arts",90,90,"Assist",0,3126
"12302",12302,1088,"F","PhD",90,"Arts",90,91,"Assist",0,3225
"12303",12303,1088,"F","PhD",90,"Arts",90,92,"Assist",0,3414
"12304",12304,1088,"F","PhD",90,"Arts",90,93,"Assist",0,3513
"12305",12305,1088,"F","PhD",90,"Arts",90,94,"Assist",0,3513
"12306",12306,1088,"F","PhD",90,"Arts",90,95,"Assist",0,3667
"12307",12307,1089,"F","PhD",90,"Other",93,93,"Assist",0,4544
"12308",12308,1089,"F","PhD",90,"Other",93,94,"Assist",0,4544
"12309",12309,1089,"F","PhD",90,"Other",93,95,"Assist",0,4676
"12310",12310,1090,"M","PhD",81,"Other",86,86,"Assist",0,3437
"12311",12311,1090,"M","PhD",81,"Other",86,87,"Assist",0,3610
"12312",12312,1090,"M","PhD",81,"Other",86,88,"Assist",0,3822
"12313",12313,1090,"M","PhD",81,"Other",86,89,"Assist",0,4208
"12314",12314,1090,"M","PhD",81,"Other",86,90,"Assist",0,4468
"12315",12315,1090,"M","PhD",81,"Other",86,91,"Assoc",0,4881
"12316",12316,1090,"M","PhD",81,"Other",86,92,"Assoc",0,5022
"12317",12317,1090,"M","PhD",81,"Other",86,93,"Assoc",0,5168
"12318",12318,1090,"M","PhD",81,"Other",86,94,"Assoc",0,5168
"12319",12319,1090,"M","PhD",81,"Other",86,95,"Assoc",0,5398
"12320",12320,1091,"M","PhD",75,"Prof",79,79,"Assist",0,1906
"12321",12321,1091,"M","PhD",75,"Prof",79,81,"Assoc",0,2532
"12322",12322,1091,"M","PhD",75,"Prof",79,82,"Assoc",0,2719
"12323",12323,1091,"M","PhD",75,"Prof",79,83,"Assoc",0,3262
"12324",12324,1091,"M","PhD",75,"Prof",79,84,"Assoc",1,3851
"12325",12325,1091,"M","PhD",75,"Prof",79,85,"Full",1,3962
"12326",12326,1091,"M","PhD",75,"Prof",79,86,"Full",1,4708
"12327",12327,1091,"M","PhD",75,"Prof",79,87,"Full",1,4944
"12328",12328,1091,"M","PhD",75,"Prof",79,88,"Full",1,7067
"12329",12329,1091,"M","PhD",75,"Prof",79,89,"Full",1,7562
"12330",12330,1091,"M","PhD",75,"Prof",79,90,"Full",1,8381
"12331",12331,1091,"M","PhD",75,"Prof",79,91,"Full",1,9025
"12332",12332,1091,"M","PhD",75,"Prof",79,92,"Full",1,9420
"12333",12333,1091,"M","PhD",75,"Prof",79,93,"Full",1,9693
"12334",12334,1091,"M","PhD",75,"Prof",79,94,"Full",1,9693
"12335",12335,1091,"M","PhD",75,"Prof",79,95,"Full",1,11672
"12336",12336,1093,"M","PhD",68,"Other",68,76,"Assist",0,1623
"12337",12337,1093,"M","PhD",68,"Other",68,77,"Assist",0,1744.776
"12338",12338,1093,"M","PhD",68,"Other",68,78,"Assist",0,1828
"12339",12339,1093,"M","PhD",68,"Other",68,79,"Assist",0,1959
"12340",12340,1093,"M","PhD",68,"Other",68,80,"Assist",0,2070
"12341",12341,1093,"M","PhD",68,"Other",68,81,"Assist",0,2194
"12342",12342,1093,"M","PhD",68,"Other",68,82,"Assist",0,2194
"12343",12343,1093,"M","PhD",68,"Other",68,83,"Assist",0,2416
"12344",12344,1093,"M","PhD",68,"Other",68,84,"Assist",0,2655
"12345",12345,1093,"M","PhD",68,"Other",68,85,"Assist",0,2655
"12346",12346,1093,"M","PhD",68,"Other",68,86,"Assist",0,3200
"12347",12347,1093,"M","PhD",68,"Other",68,87,"Assoc",0,3458
"12348",12348,1093,"M","PhD",68,"Other",68,88,"Assoc",0,3508
"12349",12349,1093,"M","PhD",68,"Other",68,89,"Assoc",0,3648
"12350",12350,1093,"M","PhD",68,"Other",68,90,"Assoc",0,4101
"12351",12351,1093,"M","PhD",68,"Other",68,91,"Assoc",0,4171
"12352",12352,1093,"M","PhD",68,"Other",68,92,"Assoc",0,4292
"12353",12353,1093,"M","PhD",68,"Other",68,93,"Assoc",0,4353
"12354",12354,1093,"M","PhD",68,"Other",68,94,"Assoc",0,4353
"12355",12355,1093,"M","PhD",68,"Other",68,95,"Assoc",0,4480
"12356",12356,1094,"M","PhD",67,"Prof",67,76,"Assoc",0,1971.642
"12357",12357,1094,"M","PhD",67,"Prof",67,77,"Assoc",0,2216
"12358",12358,1094,"M","PhD",67,"Prof",67,78,"Assoc",0,2337
"12359",12359,1094,"M","PhD",67,"Prof",67,79,"Assoc",0,2627
"12360",12360,1094,"M","PhD",67,"Prof",67,80,"Full",0,3105
"12361",12361,1094,"M","PhD",67,"Prof",67,81,"Full",0,3417
"12362",12362,1094,"M","PhD",67,"Prof",67,82,"Full",0,3618
"12363",12363,1094,"M","PhD",67,"Prof",67,83,"Full",0,3985
"12364",12364,1094,"M","PhD",67,"Prof",67,84,"Full",0,4256
"12365",12365,1094,"M","PhD",67,"Prof",67,85,"Full",0,4256
"12366",12366,1094,"M","PhD",67,"Prof",67,86,"Full",0,4641
"12367",12367,1094,"M","PhD",67,"Prof",67,87,"Full",0,4874
"12368",12368,1094,"M","PhD",67,"Prof",67,88,"Full",0,5015
"12369",12369,1094,"M","PhD",67,"Prof",67,89,"Full",0,5366
"12370",12370,1094,"M","PhD",67,"Prof",67,90,"Full",0,5780
"12371",12371,1094,"M","PhD",67,"Prof",67,91,"Full",0,6313
"12372",12372,1094,"M","PhD",67,"Prof",67,92,"Full",0,6684
"12373",12373,1094,"M","PhD",67,"Prof",67,93,"Full",0,6977
"12374",12374,1094,"M","PhD",67,"Prof",67,94,"Full",0,6977
"12375",12375,1094,"M","PhD",67,"Prof",67,95,"Full",0,7602
"12376",12376,1095,"M","PhD",78,"Other",80,80,"Assist",0,2556
"12377",12377,1095,"M","PhD",78,"Other",80,81,"Assist",0,2838
